OBJECTID,VACCINATION_DATE,County,FirstDoseDaily,FirstDoseCumulative,SecondDoseDaily,SecondDoseCumulative,SingleDoseDaily,SingleDoseCumulative,AtLeastOneDose,FullyVaccinated,FullVaccinatedCumulative,AtLeastOneDoseCumulative
7670,11/16/2021 15:00:00,Queen Anne's                                      ,110.000000000000000,29116,14.000000000000000,26666,1.000000000000000,2737,111,15,29403,31853
7671,11/17/2021 15:00:00,Queen Anne's                                      ,37.000000000000000,29153,20.000000000000000,26686,1.000000000000000,2738,38,21,29424,31891
7672,11/18/2021 15:00:00,Queen Anne's                                      ,63.000000000000000,29216,22.000000000000000,26708,1.000000000000000,2739,64,23,29447,31955
7673,11/19/2021 15:00:00,Queen Anne's                                      ,38.000000000000000,29254,23.000000000000000,26731,7.000000000000000,2746,45,30,29477,32000
7674,11/20/2021 15:00:00,Queen Anne's                                      ,26.000000000000000,29280,4.000000000000000,26735,3.000000000000000,2749,29,7,29484,32029
7675,11/21/2021 15:00:00,Queen Anne's                                      ,20.000000000000000,29300,7.000000000000000,26742,1.000000000000000,2750,21,8,29492,32050
7676,11/22/2021 15:00:00,Queen Anne's                                      ,43.000000000000000,29343,24.000000000000000,26766,3.000000000000000,2753,46,27,29519,32096
7677,11/23/2021 15:00:00,Queen Anne's                                      ,46.000000000000000,29389,16.000000000000000,26782,3.000000000000000,2756,49,19,29538,32145
7678,11/24/2021 15:00:00,Queen Anne's                                      ,34.000000000000000,29423,8.000000000000000,26790,1.000000000000000,2757,35,9,29547,32180
7679,11/25/2021 15:00:00,Queen Anne's                                      ,1.000000000000000,29424,,26790,2.000000000000000,2759,3,,29549,32183
7680,11/26/2021 15:00:00,Queen Anne's                                      ,33.000000000000000,29457,12.000000000000000,26802,1.000000000000000,2760,34,13,29562,32217
7681,11/27/2021 15:00:00,Queen Anne's                                      ,8.000000000000000,29465,16.000000000000000,26818,,2760,,,29578,32225
7682,11/28/2021 15:00:00,Queen Anne's                                      ,6.000000000000000,29471,10.000000000000000,26828,2.000000000000000,2762,8,12,29590,32233
7683,11/29/2021 15:00:00,Queen Anne's                                      ,35.000000000000000,29506,86.000000000000000,26914,3.000000000000000,2765,38,89,29679,32271
7684,11/30/2021 15:00:00,Queen Anne's                                      ,23.000000000000000,29529,87.000000000000000,27001,4.000000000000000,2769,27,91,29770,32298
7685,12/1/2021 15:00:00,Queen Anne's                                      ,45.000000000000000,29574,18.000000000000000,27019,,2769,,,29788,32343
7686,12/2/2021 15:00:00,Queen Anne's                                      ,29.000000000000000,29603,32.000000000000000,27051,4.000000000000000,2773,33,36,29824,32376
7687,12/3/2021 15:00:00,Queen Anne's                                      ,39.000000000000000,29642,42.000000000000000,27093,,2773,,,29866,32415
7688,12/4/2021 15:00:00,Queen Anne's                                      ,16.000000000000000,29658,18.000000000000000,27111,,2773,,,29884,32431
7689,12/5/2021 15:00:00,Queen Anne's                                      ,8.000000000000000,29666,28.000000000000000,27139,1.000000000000000,2774,9,29,29913,32440
7690,12/6/2021 15:00:00,Queen Anne's                                      ,41.000000000000000,29707,88.000000000000000,27227,5.000000000000000,2779,46,93,30006,32486
7691,12/7/2021 15:00:00,Queen Anne's                                      ,38.000000000000000,29745,80.000000000000000,27307,1.000000000000000,2780,39,81,30087,32525
7692,12/8/2021 15:00:00,Queen Anne's                                      ,42.000000000000000,29787,36.000000000000000,27343,1.000000000000000,2781,43,37,30124,32568
7693,12/9/2021 15:00:00,Queen Anne's                                      ,48.000000000000000,29835,47.000000000000000,27390,3.000000000000000,2784,51,50,30174,32619
7694,12/10/2021 15:00:00,Queen Anne's                                      ,20.000000000000000,29855,26.000000000000000,27416,,2784,,,30200,32639
7695,12/11/2021 15:00:00,Queen Anne's                                      ,15.000000000000000,29870,21.000000000000000,27437,,2784,,,30221,32654
7696,12/12/2021 15:00:00,Queen Anne's                                      ,12.000000000000000,29882,4.000000000000000,27441,,2784,,,30225,32666
7697,12/13/2021 15:00:00,Queen Anne's                                      ,38.000000000000000,29920,30.000000000000000,27471,2.000000000000000,2786,40,32,30257,32706
7698,12/14/2021 15:00:00,Queen Anne's                                      ,24.000000000000000,29944,31.000000000000000,27502,,2786,,,30288,32730
7699,12/15/2021 15:00:00,Queen Anne's                                      ,28.000000000000000,29972,27.000000000000000,27529,3.000000000000000,2789,31,30,30318,32761
7700,12/16/2021 15:00:00,Queen Anne's                                      ,36.000000000000000,30008,15.000000000000000,27544,1.000000000000000,2790,37,16,30334,32798
7701,12/17/2021 15:00:00,Queen Anne's                                      ,47.000000000000000,30055,33.000000000000000,27577,2.000000000000000,2792,49,35,30369,32847
7702,12/18/2021 15:00:00,Queen Anne's                                      ,18.000000000000000,30073,7.000000000000000,27584,1.000000000000000,2793,19,8,30377,32866
7703,12/19/2021 15:00:00,Queen Anne's                                      ,13.000000000000000,30086,4.000000000000000,27588,,2793,,,30381,32879
7704,12/20/2021 15:00:00,Queen Anne's                                      ,41.000000000000000,30127,21.000000000000000,27609,1.000000000000000,2794,42,22,30403,32921
7705,12/21/2021 15:00:00,Queen Anne's                                      ,25.000000000000000,30152,16.000000000000000,27625,2.000000000000000,2796,27,18,30421,32948
7706,12/22/2021 15:00:00,Queen Anne's                                      ,64.000000000000000,30216,25.000000000000000,27650,,2796,,,30446,33012
7707,12/23/2021 15:00:00,Queen Anne's                                      ,26.000000000000000,30242,5.000000000000000,27655,2.000000000000000,2798,28,7,30453,33040
7708,12/24/2021 15:00:00,Queen Anne's                                      ,4.000000000000000,30246,2.000000000000000,27657,1.000000000000000,2799,5,3,30456,33045
7709,12/26/2021 15:00:00,Queen Anne's                                      ,8.000000000000000,30254,9.000000000000000,27666,1.000000000000000,2800,9,10,30466,33054
7710,12/27/2021 15:00:00,Queen Anne's                                      ,42.000000000000000,30296,31.000000000000000,27697,1.000000000000000,2801,43,32,30498,33097
7711,12/28/2021 15:00:00,Queen Anne's                                      ,67.000000000000000,30363,29.000000000000000,27726,1.000000000000000,2802,68,30,30528,33165
7712,12/29/2021 15:00:00,Queen Anne's                                      ,41.000000000000000,30404,31.000000000000000,27757,,2802,,,30559,33206
7713,12/30/2021 15:00:00,Queen Anne's                                      ,50.000000000000000,30454,19.000000000000000,27776,,2802,,,30578,33256
7714,12/31/2021 15:00:00,Queen Anne's                                      ,14.000000000000000,30468,10.000000000000000,27786,,2802,,,30588,33270
7715,1/1/2022 15:00:00,Queen Anne's                                      ,1.000000000000000,30469,1.000000000000000,27787,,2802,,,30589,33271
7716,1/2/2022 15:00:00,Queen Anne's                                      ,15.000000000000000,30484,9.000000000000000,27796,1.000000000000000,2803,16,10,30599,33287
7717,1/3/2022 15:00:00,Queen Anne's                                      ,6.000000000000000,30490,8.000000000000000,27804,,2803,,,30607,33293
7718,1/4/2022 15:00:00,Queen Anne's                                      ,28.000000000000000,30518,26.000000000000000,27830,1.000000000000000,2804,29,27,30634,33322
7719,1/5/2022 15:00:00,Queen Anne's                                      ,35.000000000000000,30553,13.000000000000000,27843,,2804,,,30647,33357
7720,1/6/2022 15:00:00,Queen Anne's                                      ,46.000000000000000,30599,26.000000000000000,27869,3.000000000000000,2807,49,29,30676,33406
7721,1/7/2022 15:00:00,Queen Anne's                                      ,29.000000000000000,30628,26.000000000000000,27895,1.000000000000000,2808,30,27,30703,33436
7722,1/8/2022 15:00:00,Queen Anne's                                      ,16.000000000000000,30644,11.000000000000000,27906,,2808,,,30714,33452
7723,1/9/2022 15:00:00,Queen Anne's                                      ,12.000000000000000,30656,3.000000000000000,27909,,2808,,,30717,33464
7724,1/10/2022 15:00:00,Queen Anne's                                      ,37.000000000000000,30693,27.000000000000000,27936,1.000000000000000,2809,38,28,30745,33502
7725,1/11/2022 15:00:00,Queen Anne's                                      ,31.000000000000000,30724,16.000000000000000,27952,1.000000000000000,2810,32,17,30762,33534
7726,1/12/2022 15:00:00,Queen Anne's                                      ,33.000000000000000,30757,35.000000000000000,27987,6.000000000000000,2816,39,41,30803,33573
7727,1/13/2022 15:00:00,Queen Anne's                                      ,39.000000000000000,30796,15.000000000000000,28002,,2816,,,30818,33612
7728,1/14/2022 15:00:00,Queen Anne's                                      ,31.000000000000000,30827,18.000000000000000,28020,,2816,,,30836,33643
7729,1/15/2022 15:00:00,Queen Anne's                                      ,16.000000000000000,30843,5.000000000000000,28025,,2816,,,30841,33659
7730,1/16/2022 15:00:00,Queen Anne's                                      ,13.000000000000000,30856,4.000000000000000,28029,,2816,,,30845,33672
7731,1/17/2022 15:00:00,Queen Anne's                                      ,21.000000000000000,30877,11.000000000000000,28040,,2816,,,30856,33693
7732,1/18/2022 15:00:00,Queen Anne's                                      ,30.000000000000000,30907,41.000000000000000,28081,3.000000000000000,2819,33,44,30900,33726
7733,1/19/2022 15:00:00,Queen Anne's                                      ,22.000000000000000,30929,22.000000000000000,28103,1.000000000000000,2820,23,23,30923,33749
7734,1/20/2022 15:00:00,Queen Anne's                                      ,15.000000000000000,30944,33.000000000000000,28136,,2820,,,30956,33764
7735,1/21/2022 15:00:00,Queen Anne's                                      ,27.000000000000000,30971,24.000000000000000,28160,3.000000000000000,2823,30,27,30983,33794
7736,1/22/2022 15:00:00,Queen Anne's                                      ,18.000000000000000,30989,5.000000000000000,28165,1.000000000000000,2824,19,6,30989,33813
7737,1/23/2022 15:00:00,Queen Anne's                                      ,6.000000000000000,30995,14.000000000000000,28179,,2824,,,31003,33819
7738,1/24/2022 15:00:00,Queen Anne's                                      ,16.000000000000000,31011,28.000000000000000,28207,,2824,,,31031,33835
7739,1/25/2022 15:00:00,Queen Anne's                                      ,11.000000000000000,31022,18.000000000000000,28225,2.000000000000000,2826,13,20,31051,33848
7740,1/26/2022 15:00:00,Queen Anne's                                      ,12.000000000000000,31034,15.000000000000000,28240,6.000000000000000,2832,18,21,31072,33866
7741,1/27/2022 15:00:00,Queen Anne's                                      ,15.000000000000000,31049,23.000000000000000,28263,,2832,,,31095,33881
7742,1/28/2022 15:00:00,Queen Anne's                                      ,13.000000000000000,31062,22.000000000000000,28285,1.000000000000000,2833,14,23,31118,33895
7743,1/29/2022 15:00:00,Queen Anne's                                      ,4.000000000000000,31066,5.000000000000000,28290,,2833,,,31123,33899
7744,1/30/2022 15:00:00,Queen Anne's                                      ,6.000000000000000,31072,5.000000000000000,28295,1.000000000000000,2834,7,6,31129,33906
7745,1/31/2022 15:00:00,Queen Anne's                                      ,16.000000000000000,31088,22.000000000000000,28317,,2834,,,31151,33922
7746,2/1/2022 15:00:00,Queen Anne's                                      ,9.000000000000000,31097,15.000000000000000,28332,,2834,,,31166,33931
7747,2/2/2022 15:00:00,Queen Anne's                                      ,7.000000000000000,31104,32.000000000000000,28364,,2834,,,31198,33938
7748,2/3/2022 15:00:00,Queen Anne's                                      ,6.000000000000000,31110,19.000000000000000,28383,,2834,,,31217,33944
7749,2/4/2022 15:00:00,Queen Anne's                                      ,9.000000000000000,31119,30.000000000000000,28413,1.000000000000000,2835,10,31,31248,33954
7750,2/5/2022 15:00:00,Queen Anne's                                      ,6.000000000000000,31125,12.000000000000000,28425,,2835,,,31260,33960
7751,2/6/2022 15:00:00,Queen Anne's                                      ,8.000000000000000,31133,5.000000000000000,28430,1.000000000000000,2836,9,6,31266,33969
7752,2/7/2022 15:00:00,Queen Anne's                                      ,8.000000000000000,31141,13.000000000000000,28443,,2836,,,31279,33977
7753,2/8/2022 15:00:00,Queen Anne's                                      ,4.000000000000000,31145,11.000000000000000,28454,,2836,,,31290,33981
7754,2/9/2022 15:00:00,Queen Anne's                                      ,5.000000000000000,31150,19.000000000000000,28473,,2836,,,31309,33986
7755,2/10/2022 15:00:00,Queen Anne's                                      ,7.000000000000000,31157,14.000000000000000,28487,,2836,,,31323,33993
7756,2/11/2022 15:00:00,Queen Anne's                                      ,16.000000000000000,31173,20.000000000000000,28507,,2836,,,31343,34009
7757,2/12/2022 15:00:00,Queen Anne's                                      ,5.000000000000000,31178,13.000000000000000,28520,,2836,,,31356,34014
7758,2/13/2022 15:00:00,Queen Anne's                                      ,2.000000000000000,31180,2.000000000000000,28522,,2836,,,31358,34016
7759,2/14/2022 15:00:00,Queen Anne's                                      ,4.000000000000000,31184,4.000000000000000,28526,,2836,,,31362,34020
7760,2/15/2022 15:00:00,Queen Anne's                                      ,4.000000000000000,31188,10.000000000000000,28536,1.000000000000000,2837,5,11,31373,34025
7761,2/16/2022 15:00:00,Queen Anne's                                      ,9.000000000000000,31197,14.000000000000000,28550,,2837,,,31387,34034
7762,2/17/2022 15:00:00,Queen Anne's                                      ,13.000000000000000,31210,12.000000000000000,28562,,2837,,,31399,34047
7763,2/18/2022 15:00:00,Queen Anne's                                      ,9.000000000000000,31219,11.000000000000000,28573,1.000000000000000,2838,10,12,31411,34057
7764,2/19/2022 15:00:00,Queen Anne's                                      ,4.000000000000000,31223,5.000000000000000,28578,,2838,,,31416,34061
7765,2/20/2022 15:00:00,Queen Anne's                                      ,5.000000000000000,31228,7.000000000000000,28585,,2838,,,31423,34066
7766,2/21/2022 15:00:00,Queen Anne's                                      ,5.000000000000000,31233,8.000000000000000,28593,1.000000000000000,2839,6,9,31432,34072
7767,2/22/2022 15:00:00,Queen Anne's                                      ,10.000000000000000,31243,9.000000000000000,28602,,2839,,,31441,34082
7768,2/23/2022 15:00:00,Queen Anne's                                      ,16.000000000000000,31259,7.000000000000000,28609,,2839,,,31448,34098
7769,2/24/2022 15:00:00,Queen Anne's                                      ,3.000000000000000,31262,9.000000000000000,28618,1.000000000000000,2840,4,10,31458,34102
7770,2/25/2022 15:00:00,Queen Anne's                                      ,7.000000000000000,31269,13.000000000000000,28631,,2840,,,31471,34109
7771,2/26/2022 15:00:00,Queen Anne's                                      ,5.000000000000000,31274,1.000000000000000,28632,,2840,,,31472,34114
7772,12/16/2020 15:00:00,St. Mary's                                        ,3.000000000000000,3,,0,,0,,,0,3
7773,12/17/2020 15:00:00,St. Mary's                                        ,2.000000000000000,5,,0,,0,,,0,5
7774,12/18/2020 15:00:00,St. Mary's                                        ,24.000000000000000,29,,0,,0,,,0,29
7775,12/21/2020 15:00:00,St. Mary's                                        ,50.000000000000000,79,,0,,0,,,0,79
7776,12/22/2020 15:00:00,St. Mary's                                        ,56.000000000000000,135,,0,,0,,,0,135
7777,12/23/2020 15:00:00,St. Mary's                                        ,69.000000000000000,204,,0,,0,,,0,204
7778,12/24/2020 15:00:00,St. Mary's                                        ,9.000000000000000,213,,0,,0,,,0,213
7779,12/25/2020 15:00:00,St. Mary's                                        ,15.000000000000000,228,,0,,0,,,0,228
7780,12/26/2020 15:00:00,St. Mary's                                        ,3.000000000000000,231,,0,,0,,,0,231
7781,12/27/2020 15:00:00,St. Mary's                                        ,9.000000000000000,240,,0,,0,,,0,240
7782,12/28/2020 15:00:00,St. Mary's                                        ,94.000000000000000,334,,0,,0,,,0,334
7783,12/29/2020 15:00:00,St. Mary's                                        ,462.000000000000000,796,,0,,0,,,0,796
7784,12/30/2020 15:00:00,St. Mary's                                        ,375.000000000000000,1171,,0,,0,,,0,1171
7785,12/31/2020 15:00:00,St. Mary's                                        ,316.000000000000000,1487,1.000000000000000,1,,0,,,1,1487
7786,1/1/2021 15:00:00,St. Mary's                                        ,18.000000000000000,1505,1.000000000000000,2,,0,,,2,1505
7787,1/2/2021 15:00:00,St. Mary's                                        ,2.000000000000000,1507,,2,,0,,,2,1507
7788,1/3/2021 15:00:00,St. Mary's                                        ,8.000000000000000,1515,,2,,0,,,2,1515
7789,1/4/2021 15:00:00,St. Mary's                                        ,111.000000000000000,1626,1.000000000000000,3,,0,,,3,1626
7790,1/5/2021 15:00:00,St. Mary's                                        ,168.000000000000000,1794,,3,,0,,,3,1794
7791,1/6/2021 15:00:00,St. Mary's                                        ,356.000000000000000,2150,6.000000000000000,9,,0,,,9,2150
7792,1/7/2021 15:00:00,St. Mary's                                        ,175.000000000000000,2325,9.000000000000000,18,,0,,,18,2325
7793,1/8/2021 15:00:00,St. Mary's                                        ,359.000000000000000,2684,29.000000000000000,47,,0,,,47,2684
7794,1/9/2021 15:00:00,St. Mary's                                        ,294.000000000000000,2978,1.000000000000000,48,,0,,,48,2978
7795,1/10/2021 15:00:00,St. Mary's                                        ,3.000000000000000,2981,1.000000000000000,49,,0,,,49,2981
7796,1/11/2021 15:00:00,St. Mary's                                        ,175.000000000000000,3156,46.000000000000000,95,,0,,,95,3156
7797,1/12/2021 15:00:00,St. Mary's                                        ,235.000000000000000,3391,45.000000000000000,140,,0,,,140,3391
7798,1/13/2021 15:00:00,St. Mary's                                        ,616.000000000000000,4007,34.000000000000000,174,,0,,,174,4007
7799,1/14/2021 15:00:00,St. Mary's                                        ,682.000000000000000,4689,12.000000000000000,186,,0,,,186,4689
7800,1/15/2021 15:00:00,St. Mary's                                        ,778.000000000000000,5467,25.000000000000000,211,,0,,,211,5467
7801,1/16/2021 15:00:00,St. Mary's                                        ,570.000000000000000,6037,14.000000000000000,225,,0,,,225,6037
7802,1/17/2021 15:00:00,St. Mary's                                        ,6.000000000000000,6043,6.000000000000000,231,,0,,,231,6043
7803,1/18/2021 15:00:00,St. Mary's                                        ,367.000000000000000,6410,31.000000000000000,262,,0,,,262,6410
7804,1/19/2021 15:00:00,St. Mary's                                        ,82.000000000000000,6492,133.000000000000000,395,,0,,,395,6492
7805,1/20/2021 15:00:00,St. Mary's                                        ,198.000000000000000,6690,40.000000000000000,435,,0,,,435,6690
7806,1/21/2021 15:00:00,St. Mary's                                        ,341.000000000000000,7031,12.000000000000000,447,,0,,,447,7031
7807,1/22/2021 15:00:00,St. Mary's                                        ,463.000000000000000,7494,125.000000000000000,572,,0,,,572,7494
7808,1/23/2021 15:00:00,St. Mary's                                        ,491.000000000000000,7985,6.000000000000000,578,,0,,,578,7985
7809,1/24/2021 15:00:00,St. Mary's                                        ,3.000000000000000,7988,2.000000000000000,580,,0,,,580,7988
7810,1/25/2021 15:00:00,St. Mary's                                        ,46.000000000000000,8034,58.000000000000000,638,,0,,,638,8034
7811,1/26/2021 15:00:00,St. Mary's                                        ,489.000000000000000,8523,394.000000000000000,1032,,0,,,1032,8523
7812,1/27/2021 15:00:00,St. Mary's                                        ,520.000000000000000,9043,468.000000000000000,1500,,0,,,1500,9043
7813,1/28/2021 15:00:00,St. Mary's                                        ,1045.000000000000000,10088,277.000000000000000,1777,,0,,,1777,10088
7814,1/29/2021 15:00:00,St. Mary's                                        ,453.000000000000000,10541,371.000000000000000,2148,,0,,,2148,10541
7815,1/30/2021 15:00:00,St. Mary's                                        ,711.000000000000000,11252,170.000000000000000,2318,,0,,,2318,11252
7816,1/31/2021 15:00:00,St. Mary's                                        ,3.000000000000000,11255,1.000000000000000,2319,,0,,,2319,11255
7817,2/1/2021 15:00:00,St. Mary's                                        ,25.000000000000000,11280,125.000000000000000,2444,,0,,,2444,11280
7818,2/2/2021 15:00:00,St. Mary's                                        ,40.000000000000000,11320,118.000000000000000,2562,,0,,,2562,11320
7819,2/3/2021 15:00:00,St. Mary's                                        ,502.000000000000000,11822,541.000000000000000,3103,,0,,,3103,11822
7820,2/4/2021 15:00:00,St. Mary's                                        ,554.000000000000000,12376,522.000000000000000,3625,,0,,,3625,12376
7821,2/5/2021 15:00:00,St. Mary's                                        ,482.000000000000000,12858,559.000000000000000,4184,,0,,,4184,12858
7822,2/6/2021 15:00:00,St. Mary's                                        ,37.000000000000000,12895,953.000000000000000,5137,,0,,,5137,12895
7823,2/7/2021 15:00:00,St. Mary's                                        ,32.000000000000000,12927,143.000000000000000,5280,,0,,,5280,12927
7824,2/8/2021 15:00:00,St. Mary's                                        ,23.000000000000000,12950,35.000000000000000,5315,,0,,,5315,12950
7825,2/9/2021 15:00:00,St. Mary's                                        ,399.000000000000000,13349,822.000000000000000,6137,,0,,,6137,13349
7826,2/10/2021 15:00:00,St. Mary's                                        ,407.000000000000000,13756,959.000000000000000,7096,,0,,,7096,13756
7827,2/11/2021 15:00:00,St. Mary's                                        ,99.000000000000000,13855,37.000000000000000,7133,,0,,,7133,13855
7828,2/12/2021 15:00:00,St. Mary's                                        ,62.000000000000000,13917,107.000000000000000,7240,,0,,,7240,13917
7829,2/13/2021 15:00:00,St. Mary's                                        ,22.000000000000000,13939,4.000000000000000,7244,,0,,,7244,13939
7830,2/14/2021 15:00:00,St. Mary's                                        ,29.000000000000000,13968,3.000000000000000,7247,,0,,,7247,13968
7831,2/15/2021 15:00:00,St. Mary's                                        ,216.000000000000000,14184,16.000000000000000,7263,,0,,,7263,14184
7832,2/16/2021 15:00:00,St. Mary's                                        ,46.000000000000000,14230,570.000000000000000,7833,,0,,,7833,14230
7833,2/17/2021 15:00:00,St. Mary's                                        ,60.000000000000000,14290,651.000000000000000,8484,,0,,,8484,14290
7834,2/18/2021 15:00:00,St. Mary's                                        ,9.000000000000000,14299,36.000000000000000,8520,,0,,,8520,14299
7835,2/19/2021 15:00:00,St. Mary's                                        ,7.000000000000000,14306,37.000000000000000,8557,,0,,,8557,14306
7836,2/20/2021 15:00:00,St. Mary's                                        ,25.000000000000000,14331,1134.000000000000000,9691,,0,,,9691,14331
7837,2/21/2021 15:00:00,St. Mary's                                        ,11.000000000000000,14342,5.000000000000000,9696,,0,,,9696,14342
7838,2/22/2021 15:00:00,St. Mary's                                        ,636.000000000000000,14978,78.000000000000000,9774,,0,,,9774,14978
7839,2/23/2021 15:00:00,St. Mary's                                        ,40.000000000000000,15018,1005.000000000000000,10779,,0,,,10779,15018
7840,2/24/2021 15:00:00,St. Mary's                                        ,406.000000000000000,15424,491.000000000000000,11270,,0,,,11270,15424
7841,2/25/2021 15:00:00,St. Mary's                                        ,358.000000000000000,15782,505.000000000000000,11775,,0,,,11775,15782
7842,2/26/2021 15:00:00,St. Mary's                                        ,676.000000000000000,16458,141.000000000000000,11916,,0,,,11916,16458
7843,2/27/2021 15:00:00,St. Mary's                                        ,42.000000000000000,16500,23.000000000000000,11939,,0,,,11939,16500
7844,2/28/2021 15:00:00,St. Mary's                                        ,41.000000000000000,16541,5.000000000000000,11944,,0,,,11944,16541
7845,3/1/2021 15:00:00,St. Mary's                                        ,75.000000000000000,16616,39.000000000000000,11983,,0,,,11983,16616
7846,3/2/2021 15:00:00,St. Mary's                                        ,45.000000000000000,16661,29.000000000000000,12012,,0,,,12012,16661
7847,3/3/2021 15:00:00,St. Mary's                                        ,619.000000000000000,17280,124.000000000000000,12136,2.000000000000000,2,621,126,12138,17282
7848,3/4/2021 15:00:00,St. Mary's                                        ,717.000000000000000,17997,84.000000000000000,12220,2.000000000000000,4,719,86,12224,18001
7849,3/5/2021 15:00:00,St. Mary's                                        ,481.000000000000000,18478,470.000000000000000,12690,3.000000000000000,7,484,473,12697,18485
7850,3/6/2021 15:00:00,St. Mary's                                        ,88.000000000000000,18566,10.000000000000000,12700,8.000000000000000,15,96,18,12715,18581
7851,3/7/2021 15:00:00,St. Mary's                                        ,32.000000000000000,18598,2.000000000000000,12702,14.000000000000000,29,46,16,12731,18627
7852,3/8/2021 15:00:00,St. Mary's                                        ,266.000000000000000,18864,29.000000000000000,12731,244.000000000000000,273,510,273,13004,19137
7853,3/9/2021 15:00:00,St. Mary's                                        ,83.000000000000000,18947,847.000000000000000,13578,23.000000000000000,296,106,870,13874,19243
7854,3/10/2021 15:00:00,St. Mary's                                        ,560.000000000000000,19507,54.000000000000000,13632,29.000000000000000,325,589,83,13957,19832
7855,3/11/2021 15:00:00,St. Mary's                                        ,887.000000000000000,20394,77.000000000000000,13709,17.000000000000000,342,904,94,14051,20736
7856,3/12/2021 15:00:00,St. Mary's                                        ,874.000000000000000,21268,48.000000000000000,13757,36.000000000000000,378,910,84,14135,21646
7857,3/13/2021 15:00:00,St. Mary's                                        ,807.000000000000000,22075,40.000000000000000,13797,8.000000000000000,386,815,48,14183,22461
7858,3/14/2021 15:00:00,St. Mary's                                        ,31.000000000000000,22106,31.000000000000000,13828,3.000000000000000,389,34,34,14217,22495
7859,3/15/2021 15:00:00,St. Mary's                                        ,369.000000000000000,22475,40.000000000000000,13868,5.000000000000000,394,374,45,14262,22869
7860,3/16/2021 15:00:00,St. Mary's                                        ,615.000000000000000,23090,52.000000000000000,13920,6.000000000000000,400,621,58,14320,23490
7861,3/17/2021 15:00:00,St. Mary's                                        ,801.000000000000000,23891,28.000000000000000,13948,9.000000000000000,409,810,37,14357,24300
7862,3/18/2021 15:00:00,St. Mary's                                        ,114.000000000000000,24005,1364.000000000000000,15312,2.000000000000000,411,116,1366,15723,24416
7863,3/19/2021 15:00:00,St. Mary's                                        ,787.000000000000000,24792,27.000000000000000,15339,54.000000000000000,465,841,81,15804,25257
7864,3/20/2021 15:00:00,St. Mary's                                        ,48.000000000000000,24840,47.000000000000000,15386,3.000000000000000,468,51,50,15854,25308
7865,3/21/2021 15:00:00,St. Mary's                                        ,66.000000000000000,24906,16.000000000000000,15402,1.000000000000000,469,67,17,15871,25375
7866,3/22/2021 15:00:00,St. Mary's                                        ,191.000000000000000,25097,19.000000000000000,15421,1.000000000000000,470,192,20,15891,25567
7867,3/23/2021 15:00:00,St. Mary's                                        ,362.000000000000000,25459,23.000000000000000,15444,5.000000000000000,475,367,28,15919,25934
7868,3/24/2021 15:00:00,St. Mary's                                        ,897.000000000000000,26356,40.000000000000000,15484,6.000000000000000,481,903,46,15965,26837
7869,3/25/2021 15:00:00,St. Mary's                                        ,125.000000000000000,26481,545.000000000000000,16029,42.000000000000000,523,167,587,16552,27004
7870,3/26/2021 15:00:00,St. Mary's                                        ,808.000000000000000,27289,113.000000000000000,16142,7.000000000000000,530,815,120,16672,27819
7871,3/27/2021 15:00:00,St. Mary's                                        ,98.000000000000000,27387,31.000000000000000,16173,,530,,,16703,27917
7872,3/28/2021 15:00:00,St. Mary's                                        ,203.000000000000000,27590,26.000000000000000,16199,1.000000000000000,531,204,27,16730,28121
7873,3/29/2021 15:00:00,St. Mary's                                        ,1060.000000000000000,28650,62.000000000000000,16261,1.000000000000000,532,1061,63,16793,29182
7874,3/30/2021 15:00:00,St. Mary's                                        ,1025.000000000000000,29675,46.000000000000000,16307,9.000000000000000,541,1034,55,16848,30216
7875,3/31/2021 15:00:00,St. Mary's                                        ,333.000000000000000,30008,1187.000000000000000,17494,183.000000000000000,724,516,1370,18218,30732
7876,4/1/2021 15:00:00,St. Mary's                                        ,268.000000000000000,30276,1072.000000000000000,18566,41.000000000000000,765,309,1113,19331,31041
7877,4/2/2021 15:00:00,St. Mary's                                        ,190.000000000000000,30466,68.000000000000000,18634,58.000000000000000,823,248,126,19457,31289
7878,4/3/2021 15:00:00,St. Mary's                                        ,39.000000000000000,30505,56.000000000000000,18690,28.000000000000000,851,67,84,19541,31356
7879,4/4/2021 15:00:00,St. Mary's                                        ,77.000000000000000,30582,48.000000000000000,18738,5.000000000000000,856,82,53,19594,31438
7880,4/5/2021 15:00:00,St. Mary's                                        ,240.000000000000000,30822,109.000000000000000,18847,32.000000000000000,888,272,141,19735,31710
7881,4/6/2021 15:00:00,St. Mary's                                        ,905.000000000000000,31727,89.000000000000000,18936,90.000000000000000,978,995,179,19914,32705
7882,4/7/2021 15:00:00,St. Mary's                                        ,176.000000000000000,31903,1443.000000000000000,20379,116.000000000000000,1094,292,1559,21473,32997
7883,4/8/2021 15:00:00,St. Mary's                                        ,286.000000000000000,32189,1238.000000000000000,21617,96.000000000000000,1190,382,1334,22807,33379
7884,4/9/2021 15:00:00,St. Mary's                                        ,829.000000000000000,33018,114.000000000000000,21731,299.000000000000000,1489,1128,413,23220,34507
7885,4/10/2021 15:00:00,St. Mary's                                        ,73.000000000000000,33091,48.000000000000000,21779,125.000000000000000,1614,198,173,23393,34705
7886,4/11/2021 15:00:00,St. Mary's                                        ,775.000000000000000,33866,27.000000000000000,21806,63.000000000000000,1677,838,90,23483,35543
