OBJECTID,VACCINATION_DATE,AgeRange,FirstDailyDose,FirstDailyDoseCumulative,SecondDailyDose,SecondDailyDoseCumulative,SingleDailyDose,SingleDailyDoseCumulative,CombinedTotalDoses,CombinedTotalDosesCumulative,FullyVaccinated,FullyVaccinatedCumulative
361,8/29/2020 15:00:00,age60to69,1,62,,6,,0,,68,,6
362,8/30/2020 15:00:00,age50to59,1,80,,4,,0,,84,,4
363,8/30/2020 15:00:00,age70to79,1,53,,6,,0,,59,,6
364,8/31/2020 15:00:00,age30to39,2,67,,6,,0,,73,,6
365,8/31/2020 15:00:00,age40to49,3,70,,5,,0,,75,,5
366,8/31/2020 15:00:00,age50to59,2,82,,4,,0,,86,,4
367,8/31/2020 15:00:00,age60to69,3,65,,6,,0,,71,,6
368,8/31/2020 15:00:00,age70to79,2,55,1,7,,0,,62,,7
369,8/31/2020 15:00:00,age80plus,1,17,,2,,0,,19,,2
370,9/1/2020 15:00:00,age20to29,1,43,,3,,0,,46,,3
371,9/1/2020 15:00:00,age30to39,4,71,,6,,0,,77,,6
372,9/1/2020 15:00:00,age40to49,2,72,,5,,0,,77,,5
373,9/1/2020 15:00:00,age50to59,2,84,,4,,0,,88,,4
374,9/1/2020 15:00:00,age60to69,2,67,,6,,0,,73,,6
375,9/2/2020 15:00:00,age20to29,1,44,1,4,,0,,48,,4
376,9/2/2020 15:00:00,age30to39,2,73,1,7,,0,,80,,7
377,9/2/2020 15:00:00,age40to49,,72,2,7,,0,,79,,7
378,9/2/2020 15:00:00,age50to59,1,85,,4,,0,,89,,4
379,9/2/2020 15:00:00,age60to69,3,70,1,7,,0,,77,,7
380,9/2/2020 15:00:00,age70to79,1,56,2,9,,0,,65,,9
381,9/3/2020 15:00:00,age20to29,1,45,,4,,0,,49,,4
382,9/3/2020 15:00:00,age40to49,2,74,,7,,0,,81,,7
383,9/3/2020 15:00:00,age50to59,2,87,,4,,0,,91,,4
384,9/3/2020 15:00:00,age60to69,1,71,1,8,,0,,79,,8
385,9/4/2020 15:00:00,age20to29,2,47,,4,,0,,51,,4
386,9/4/2020 15:00:00,age40to49,3,77,1,8,,0,,85,,8
387,9/4/2020 15:00:00,age50to59,1,88,,4,,0,,92,,4
388,9/4/2020 15:00:00,age60to69,3,74,,8,,0,,82,,8
389,9/5/2020 15:00:00,age50to59,1,89,,4,,0,,93,,4
390,9/7/2020 15:00:00,age80plus,1,18,,2,,0,,20,,2
391,9/8/2020 15:00:00,age20to29,1,48,2,6,,0,,54,,6
392,9/8/2020 15:00:00,age30to39,,73,3,10,,0,,83,,10
393,9/8/2020 15:00:00,age50to59,1,90,1,5,,0,,95,,5
394,9/8/2020 15:00:00,age60to69,1,75,2,10,,0,,85,,10
395,9/9/2020 15:00:00,age30to39,1,74,2,12,,0,,86,,12
396,9/9/2020 15:00:00,age40to49,1,78,,8,,0,,86,,8
397,9/9/2020 15:00:00,age50to59,1,91,,5,,0,,96,,5
398,9/9/2020 15:00:00,age60to69,1,76,,10,,0,,86,,10
399,9/9/2020 15:00:00,age70to79,1,57,1,10,,0,,67,,10
400,9/10/2020 15:00:00,age20to29,1,49,,6,,0,,55,,6
401,9/10/2020 15:00:00,age40to49,2,80,,8,,0,,88,,8
402,9/10/2020 15:00:00,age60to69,,76,2,12,,0,,88,,12
403,9/10/2020 15:00:00,age70to79,2,59,1,11,,0,,70,,11
404,9/11/2020 15:00:00,age40to49,2,82,,8,,0,,90,,8
405,9/11/2020 15:00:00,age60to69,1,77,1,13,,0,,90,,13
406,9/11/2020 15:00:00,age70to79,2,61,,11,,0,,72,,11
407,9/13/2020 15:00:00,age60to69,1,78,,13,,0,,91,,13
408,9/14/2020 15:00:00,age30to39,,74,1,13,,0,,87,,13
409,9/14/2020 15:00:00,age50to59,,91,2,7,,0,,98,,7
410,9/14/2020 15:00:00,age60to69,,78,1,14,,0,,92,,14
411,9/15/2020 15:00:00,age20to29,,49,1,7,,0,,56,,7
412,9/15/2020 15:00:00,age30to39,1,75,3,16,,0,,91,,16
413,9/15/2020 15:00:00,age40to49,,82,2,10,,0,,92,,10
414,9/15/2020 15:00:00,age60to69,,78,4,18,,0,,96,,18
415,9/15/2020 15:00:00,age70to79,,61,2,13,,0,,74,,13
416,9/15/2020 15:00:00,age80plus,,18,1,3,,0,,21,,3
417,9/16/2020 15:00:00,age30to39,,75,1,17,,0,,92,,17
418,9/16/2020 15:00:00,age40to49,,82,1,11,,0,,93,,11
419,9/16/2020 15:00:00,age50to59,1,92,1,8,,0,,100,,8
420,9/16/2020 15:00:00,age60to69,,78,1,19,,0,,97,,19
421,9/16/2020 15:00:00,age70to79,,61,1,14,,0,,75,,14
422,9/17/2020 15:00:00,age20to29,,49,1,8,,0,,57,,8
423,9/17/2020 15:00:00,age30to39,,75,2,19,,0,,94,,19
424,9/17/2020 15:00:00,age40to49,,82,2,13,,0,,95,,13
425,9/17/2020 15:00:00,age60to69,,78,1,20,,0,,98,,20
426,9/18/2020 15:00:00,age30to39,2,77,1,20,,0,,97,,20
427,9/18/2020 15:00:00,age40to49,,82,1,14,,0,,96,,14
428,9/18/2020 15:00:00,age50to59,,92,4,12,,0,,104,,12
429,9/18/2020 15:00:00,age70to79,,61,2,16,,0,,77,,16
430,9/19/2020 15:00:00,age30to39,1,78,1,21,,0,,99,,21
431,9/19/2020 15:00:00,age40to49,,82,1,15,,0,,97,,15
432,9/19/2020 15:00:00,age50to59,3,95,1,13,,0,,108,,13
433,9/19/2020 15:00:00,age60to69,,78,2,22,,0,,100,,22
434,9/20/2020 15:00:00,age70to79,1,62,1,17,,0,,79,,17
435,9/21/2020 15:00:00,age40to49,,82,2,17,,0,,99,,17
436,9/21/2020 15:00:00,age50to59,,95,2,15,,0,,110,,15
437,9/21/2020 15:00:00,age60to69,1,79,,22,,0,,101,,22
438,9/22/2020 15:00:00,age20to29,,49,3,11,,0,,60,,11
439,9/22/2020 15:00:00,age30to39,,78,3,24,,0,,102,,24
440,9/22/2020 15:00:00,age40to49,,82,5,22,,0,,104,,22
441,9/22/2020 15:00:00,age50to59,1,96,5,20,,0,,116,,20
442,9/22/2020 15:00:00,age60to69,,79,2,24,,0,,103,,24
443,9/22/2020 15:00:00,age70to79,,62,1,18,,0,,80,,18
444,9/22/2020 15:00:00,age80plus,1,19,,3,,0,,22,,3
445,9/23/2020 15:00:00,age20to29,,49,1,12,,0,,61,,12
446,9/23/2020 15:00:00,age30to39,,78,1,25,,0,,103,,25
447,9/23/2020 15:00:00,age40to49,,82,2,24,,0,,106,,24
448,9/23/2020 15:00:00,age50to59,,96,1,21,,0,,117,,21
449,9/23/2020 15:00:00,age60to69,,79,1,25,,0,,104,,25
450,9/23/2020 15:00:00,age70to79,,62,1,19,,0,,81,,19
451,9/24/2020 15:00:00,age20to29,,49,2,14,,0,,63,,14
452,9/24/2020 15:00:00,age30to39,1,79,1,26,,0,,105,,26
453,9/24/2020 15:00:00,age40to49,,82,2,26,,0,,108,,26
454,9/24/2020 15:00:00,age50to59,,96,4,25,,0,,121,,25
455,9/24/2020 15:00:00,age60to69,,79,2,27,,0,,106,,27
456,9/25/2020 15:00:00,age20to29,,49,2,16,,0,,65,,16
457,9/25/2020 15:00:00,age30to39,,79,3,29,,0,,108,,29
458,9/25/2020 15:00:00,age40to49,,82,2,28,,0,,110,,28
459,9/25/2020 15:00:00,age50to59,,96,2,27,,0,,123,,27
460,9/26/2020 15:00:00,age40to49,,82,3,31,,0,,113,,31
461,9/26/2020 15:00:00,age50to59,,96,3,30,,0,,126,,30
462,9/26/2020 15:00:00,age60to69,,79,1,28,,0,,107,,28
463,9/26/2020 15:00:00,age70to79,,62,1,20,,0,,82,,20
464,9/28/2020 15:00:00,age20to29,,49,2,18,,0,,67,,18
465,9/28/2020 15:00:00,age30to39,,79,2,31,,0,,110,,31
466,9/28/2020 15:00:00,age40to49,1,83,2,33,,0,,116,,33
467,9/28/2020 15:00:00,age50to59,,96,1,31,,0,,127,,31
468,9/28/2020 15:00:00,age60to69,,79,4,32,,0,,111,,32
469,9/28/2020 15:00:00,age70to79,,62,1,21,,0,,83,,21
470,9/29/2020 15:00:00,age20to29,,49,2,20,,0,,69,,20
471,9/29/2020 15:00:00,age30to39,,79,2,33,,0,,112,,33
472,9/29/2020 15:00:00,age40to49,,83,2,35,,0,,118,,35
473,9/29/2020 15:00:00,age50to59,,96,2,33,,0,,129,,33
474,9/29/2020 15:00:00,age60to69,1,80,4,36,,0,,116,,36
475,9/29/2020 15:00:00,age70to79,,62,2,23,,0,,85,,23
476,9/29/2020 15:00:00,age80plus,,19,1,4,,0,,23,,4
477,9/30/2020 15:00:00,age20to29,,49,1,21,,0,,70,,21
478,9/30/2020 15:00:00,age60to69,,80,1,37,,0,,117,,37
479,9/30/2020 15:00:00,age70to79,,62,1,24,,0,,86,,24
480,10/1/2020 15:00:00,age30to39,,79,4,37,,0,,116,,37
481,10/1/2020 15:00:00,age40to49,,83,4,39,,0,,122,,39
482,10/1/2020 15:00:00,age50to59,1,97,1,34,,0,,131,,34
483,10/1/2020 15:00:00,age60to69,1,81,2,39,,0,,120,,39
484,10/1/2020 15:00:00,age70to79,,62,1,25,,0,,87,,25
485,10/2/2020 15:00:00,age20to29,1,50,,21,,0,,71,,21
486,10/2/2020 15:00:00,age30to39,,79,1,38,,0,,117,,38
487,10/2/2020 15:00:00,age40to49,1,84,,39,,0,,123,,39
488,10/2/2020 15:00:00,age50to59,1,98,1,35,,0,,133,,35
489,10/3/2020 15:00:00,age40to49,,84,1,40,,0,,124,,40
490,10/3/2020 15:00:00,age60to69,,81,1,40,,0,,121,,40
491,10/5/2020 15:00:00,age20to29,,50,1,22,,0,,72,,22
492,10/5/2020 15:00:00,age40to49,1,85,,40,,0,,125,,40
493,10/6/2020 15:00:00,age20to29,,50,1,23,,0,,73,,23
494,10/6/2020 15:00:00,age50to59,,98,2,37,,0,,135,,37
495,10/6/2020 15:00:00,age70to79,,62,1,26,,0,,88,,26
496,10/7/2020 15:00:00,age30to39,,79,1,39,,0,,118,,39
497,10/7/2020 15:00:00,age40to49,,85,1,41,,0,,126,,41
498,10/7/2020 15:00:00,age50to59,1,99,,37,,0,,136,,37
499,10/7/2020 15:00:00,age80plus,,19,1,5,,0,,24,,5
500,10/8/2020 15:00:00,age30to39,,79,1,40,,0,,119,,40
501,10/8/2020 15:00:00,age40to49,,85,1,42,,0,,127,,42
502,10/8/2020 15:00:00,age60to69,1,82,1,41,,0,,123,,41
503,10/8/2020 15:00:00,age70to79,1,63,2,28,,0,,91,,28
504,10/10/2020 15:00:00,age70to79,1,64,,28,,0,,92,,28
505,10/13/2020 15:00:00,age50to59,1,100,,37,,0,,137,,37
506,10/15/2020 15:00:00,age20to29,1,51,,23,,0,,74,,23
507,10/15/2020 15:00:00,age50to59,1,101,,37,,0,,138,,37
508,10/15/2020 15:00:00,age70to79,1,65,,28,,0,,93,,28
509,10/16/2020 15:00:00,age30to39,,79,1,41,,0,,120,,41
510,10/16/2020 15:00:00,age50to59,1,102,,37,,0,,139,,37
511,10/17/2020 15:00:00,age30to39,,79,1,42,,0,,121,,42
512,10/17/2020 15:00:00,age50to59,,102,1,38,,0,,140,,38
513,10/17/2020 15:00:00,age80plus,1,20,,5,,0,,25,,5
514,10/20/2020 15:00:00,age50to59,1,103,,38,,0,,141,,38
515,10/20/2020 15:00:00,age60to69,,82,1,42,,0,,124,,42
516,10/20/2020 15:00:00,age70to79,,65,1,29,,0,,94,,29
517,10/21/2020 15:00:00,age20to29,1,52,,23,,0,,75,,23
518,10/21/2020 15:00:00,age50to59,1,104,,38,,0,,142,,38
519,10/22/2020 15:00:00,age50to59,1,105,,38,,0,,143,,38
520,10/23/2020 15:00:00,age40to49,1,86,,42,,0,,128,,42
521,10/24/2020 15:00:00,age50to59,,105,1,39,,0,,144,,39
522,10/25/2020 15:00:00,age30to39,1,80,,42,,0,,122,,42
523,10/26/2020 15:00:00,age50to59,,105,1,40,,0,,145,,40
524,10/27/2020 15:00:00,age70to79,1,66,,29,,0,,95,,29
525,10/28/2020 15:00:00,age50to59,1,106,,40,,0,,146,,40
526,10/28/2020 15:00:00,age70to79,1,67,,29,,0,,96,,29
527,10/28/2020 15:00:00,age80plus,1,21,,5,,0,,26,,5
528,10/29/2020 15:00:00,age70to79,,67,1,30,,0,,97,,30
529,10/30/2020 15:00:00,age40to49,,86,1,43,,0,,129,,43
530,11/1/2020 15:00:00,age20to29,2,54,,23,,0,,77,,23
531,11/1/2020 15:00:00,age30to39,1,81,,42,,0,,123,,42
532,11/1/2020 15:00:00,age40to49,1,87,,43,,0,,130,,43
533,11/1/2020 15:00:00,age50to59,2,108,,40,,0,,148,,40
534,11/1/2020 15:00:00,age60to69,1,83,,42,,0,,125,,42
535,11/2/2020 15:00:00,age60to69,2,85,,42,,0,,127,,42
536,11/2/2020 15:00:00,age70to79,1,68,,30,,0,,98,,30
537,11/5/2020 15:00:00,age50to59,,108,3,43,,0,,151,,43
538,11/5/2020 15:00:00,age70to79,,68,1,31,,0,,99,,31
539,11/6/2020 15:00:00,age20to29,1,55,,23,,0,,78,,23
540,11/6/2020 15:00:00,age60to69,1,86,,42,,0,,128,,42
541,11/7/2020 15:00:00,age40to49,1,88,,43,,0,,131,,43
542,11/8/2020 15:00:00,age80plus,1,22,,5,,0,,27,,5
543,11/11/2020 15:00:00,age50to59,,108,2,45,,0,,153,,45
544,11/12/2020 15:00:00,age50to59,,108,1,46,,0,,154,,46
545,11/14/2020 15:00:00,age40to49,1,89,,43,,0,,132,,43
546,11/15/2020 15:00:00,age20to29,,55,1,24,,0,,79,,24
547,11/17/2020 15:00:00,age50to59,,108,1,47,,0,,155,,47
548,11/18/2020 15:00:00,age70to79,1,69,,31,,0,,100,,31
549,11/19/2020 15:00:00,age50to59,,108,1,48,,0,,156,,48
550,11/19/2020 15:00:00,age70to79,,69,2,33,,0,,102,,33
551,11/20/2020 15:00:00,age20to29,,55,1,25,,0,,80,,25
552,11/22/2020 15:00:00,age80plus,,22,1,6,,0,,28,,6
553,11/23/2020 15:00:00,age30to39,1,82,,42,,0,,124,,42
554,11/23/2020 15:00:00,age40to49,,89,1,44,,0,,133,,44
555,11/24/2020 15:00:00,age60to69,1,87,,42,,0,,129,,42
556,11/30/2020 15:00:00,age50to59,1,109,,48,,0,,157,,48
557,11/30/2020 15:00:00,age60to69,1,88,2,44,,0,,132,,44
558,12/1/2020 15:00:00,age20to29,5,60,2,27,,0,,87,,27
559,12/1/2020 15:00:00,age30to39,17,99,1,43,,0,,142,,43
560,12/1/2020 15:00:00,age40to49,16,105,3,47,,0,,152,,47
561,12/1/2020 15:00:00,age50to59,15,124,1,49,,0,,173,,49
562,12/1/2020 15:00:00,age60to69,12,100,2,46,,0,,146,,46
563,12/2/2020 15:00:00,age20to29,2,62,,27,,0,,89,,27
564,12/2/2020 15:00:00,age30to39,1,100,,43,,0,,143,,43
565,12/2/2020 15:00:00,age40to49,2,107,,47,,0,,154,,47
566,12/2/2020 15:00:00,age50to59,3,127,,49,,0,,176,,49
567,12/2/2020 15:00:00,age60to69,2,102,,46,,0,,148,,46
568,12/3/2020 15:00:00,age30to39,2,102,,43,,0,,145,,43
569,12/3/2020 15:00:00,age50to59,3,130,,49,,0,,179,,49
570,12/3/2020 15:00:00,age60to69,1,103,,46,,0,,149,,46
571,12/3/2020 15:00:00,age70to79,2,71,,33,,0,,104,,33
572,12/4/2020 15:00:00,age30to39,1,103,,43,,0,,146,,43
573,12/4/2020 15:00:00,age50to59,1,131,,49,,0,,180,,49
574,12/4/2020 15:00:00,age60to69,,103,1,47,,0,,150,,47
575,12/4/2020 15:00:00,age70to79,1,72,,33,,0,,105,,33
576,12/5/2020 15:00:00,age40to49,,107,1,48,,0,,155,,48
577,12/6/2020 15:00:00,age20to29,1,63,,27,,0,,90,,27
578,12/7/2020 15:00:00,age40to49,1,108,,48,,0,,156,,48
579,12/7/2020 15:00:00,age60to69,2,105,,47,,0,,152,,47
580,12/8/2020 15:00:00,age20to29,1,64,,27,,0,,91,,27
581,12/8/2020 15:00:00,age30to39,2,105,,43,,0,,148,,43
582,12/8/2020 15:00:00,age40to49,3,111,,48,,0,,159,,48
583,12/8/2020 15:00:00,age50to59,2,133,1,50,,0,,183,,50
584,12/9/2020 15:00:00,age20to29,1,65,,27,,0,,92,,27
585,12/9/2020 15:00:00,age30to39,1,106,,43,,0,,149,,43
586,12/9/2020 15:00:00,age60to69,2,107,,47,,0,,154,,47
587,12/9/2020 15:00:00,age70to79,1,73,,33,,0,,106,,33
588,12/10/2020 15:00:00,age20to29,2,67,,27,,0,,94,,27
589,12/10/2020 15:00:00,age30to39,3,109,,43,,0,,152,,43
590,12/10/2020 15:00:00,age50to59,2,135,,50,,0,,185,,50
591,12/10/2020 15:00:00,age60to69,1,108,,47,,0,,155,,47
592,12/11/2020 15:00:00,age20to29,1,68,,27,,0,,95,,27
593,12/11/2020 15:00:00,age30to39,1,110,,43,,0,,153,,43
594,12/11/2020 15:00:00,age50to59,4,139,,50,,0,,189,,50
595,12/12/2020 15:00:00,age30to39,1,111,,43,,0,,154,,43
596,12/12/2020 15:00:00,age40to49,1,112,,48,,0,,160,,48
597,12/12/2020 15:00:00,age60to69,1,109,,47,,0,,156,,47
598,12/12/2020 15:00:00,age70to79,1,74,,33,,0,,107,,33
599,12/13/2020 15:00:00,age30to39,,111,1,44,,0,,155,,44
600,12/13/2020 15:00:00,age40to49,1,113,,48,,0,,161,,48
601,12/13/2020 15:00:00,age50to59,1,140,,50,,0,,190,,50
602,12/14/2020 15:00:00,age20to29,4,72,,27,,0,,99,,27
603,12/14/2020 15:00:00,age30to39,2,113,,44,,0,,157,,44
604,12/14/2020 15:00:00,age40to49,3,116,,48,,0,,164,,48
605,12/14/2020 15:00:00,age50to59,1,141,,50,,0,,191,,50
606,12/14/2020 15:00:00,age60to69,2,111,,47,,0,,158,,47
607,12/14/2020 15:00:00,age70to79,1,75,,33,,0,,108,,33
608,12/14/2020 15:00:00,age80plus,1,23,,6,,0,,29,,6
609,12/15/2020 15:00:00,age20to29,5,77,,27,,0,,104,,27
610,12/15/2020 15:00:00,age30to39,7,120,,44,,0,,164,,44
611,12/15/2020 15:00:00,age40to49,5,121,1,49,,0,,170,,49
612,12/15/2020 15:00:00,age50to59,17,158,1,51,,0,,209,,51
613,12/15/2020 15:00:00,age60to69,4,115,,47,,0,,162,,47
614,12/16/2020 15:00:00,age20to29,103,180,,27,,0,,207,,27
615,12/16/2020 15:00:00,age30to39,191,311,,44,,0,,355,,44
616,12/16/2020 15:00:00,age40to49,127,248,,49,,0,,297,,49
617,12/16/2020 15:00:00,age50to59,75,233,,51,,0,,284,,51
618,12/16/2020 15:00:00,age60to69,64,179,,47,,0,,226,,47
619,12/16/2020 15:00:00,age70to79,8,83,1,34,,0,,117,,34
620,12/17/2020 15:00:00,age20to29,191,371,2,29,,0,,400,,29
621,12/17/2020 15:00:00,age30to39,311,622,,44,,0,,666,,44
622,12/17/2020 15:00:00,age40to49,247,495,,49,,0,,544,,49
623,12/17/2020 15:00:00,age50to59,220,453,,51,,0,,504,,51
624,12/17/2020 15:00:00,age60to69,130,309,,47,,0,,356,,47
625,12/17/2020 15:00:00,age70to79,16,99,,34,,0,,133,,34
626,12/17/2020 15:00:00,age80plus,1,24,,6,,0,,30,,6
627,12/18/2020 15:00:00,age10to19,2,35,,2,,0,,37,,2
628,12/18/2020 15:00:00,age20to29,377,748,,29,,0,,777,,29
629,12/18/2020 15:00:00,age30to39,777,1399,3,47,,0,,1446,,47
630,12/18/2020 15:00:00,age40to49,701,1196,2,51,,0,,1247,,51
631,12/18/2020 15:00:00,age50to59,635,1088,2,53,,0,,1141,,53
632,12/18/2020 15:00:00,age60to69,413,722,1,48,,0,,770,,48
633,12/18/2020 15:00:00,age70to79,67,166,,34,,0,,200,,34
634,12/18/2020 15:00:00,age80plus,6,30,,6,,0,,36,,6
635,12/19/2020 15:00:00,age10to19,1,36,,2,,0,,38,,2
636,12/19/2020 15:00:00,age20to29,110,858,2,31,,0,,889,,31
637,12/19/2020 15:00:00,age30to39,232,1631,,47,,0,,1678,,47
638,12/19/2020 15:00:00,age40to49,223,1419,1,52,,0,,1471,,52
639,12/19/2020 15:00:00,age50to59,198,1286,,53,,0,,1339,,53
640,12/19/2020 15:00:00,age60to69,130,852,,48,,0,,900,,48
641,12/19/2020 15:00:00,age70to79,17,183,,34,,0,,217,,34
642,12/19/2020 15:00:00,age80plus,2,32,,6,,0,,38,,6
643,12/20/2020 15:00:00,age10to19,1,37,,2,,0,,39,,2
644,12/20/2020 15:00:00,age20to29,45,903,1,32,,0,,935,,32
645,12/20/2020 15:00:00,age30to39,86,1717,,47,,0,,1764,,47
646,12/20/2020 15:00:00,age40to49,78,1497,1,53,,0,,1550,,53
647,12/20/2020 15:00:00,age50to59,56,1342,,53,,0,,1395,,53
648,12/20/2020 15:00:00,age60to69,36,888,1,49,,0,,937,,49
649,12/20/2020 15:00:00,age70to79,9,192,,34,,0,,226,,34
650,12/21/2020 15:00:00,age10to19,6,43,,2,,0,,45,,2
651,12/21/2020 15:00:00,age20to29,502,1405,3,35,,0,,1440,,35
652,12/21/2020 15:00:00,age30to39,1111,2828,1,48,,0,,2876,,48
653,12/21/2020 15:00:00,age40to49,900,2397,4,57,,0,,2454,,57
654,12/21/2020 15:00:00,age50to59,774,2116,2,55,,0,,2171,,55
655,12/21/2020 15:00:00,age60to69,475,1363,1,50,,0,,1413,,50
656,12/21/2020 15:00:00,age70to79,59,251,,34,,0,,285,,34
657,12/21/2020 15:00:00,age80plus,2,34,,6,,0,,40,,6
658,12/22/2020 15:00:00,age10to19,28,71,,2,,0,,73,,2
659,12/22/2020 15:00:00,age20to29,668,2073,1,36,,0,,2109,,36
660,12/22/2020 15:00:00,age30to39,1260,4088,4,52,,0,,4140,,52
661,12/22/2020 15:00:00,age40to49,1208,3605,,57,,0,,3662,,57
662,12/22/2020 15:00:00,age50to59,1259,3375,2,57,,0,,3432,,57
663,12/22/2020 15:00:00,age60to69,910,2273,2,52,,0,,2325,,52
664,12/22/2020 15:00:00,age70to79,337,588,,34,,0,,622,,34
665,12/22/2020 15:00:00,age80plus,625,659,,6,,0,,665,,6
666,12/23/2020 15:00:00,age10to19,8,79,,2,,0,,81,,2
667,12/23/2020 15:00:00,age20to29,691,2764,1,37,,0,,2801,,37
668,12/23/2020 15:00:00,age30to39,1275,5363,6,58,,0,,5421,,58
669,12/23/2020 15:00:00,age40to49,1230,4835,5,62,,0,,4897,,62
670,12/23/2020 15:00:00,age50to59,1232,4607,5,62,,0,,4669,,62
671,12/23/2020 15:00:00,age60to69,889,3162,3,55,,0,,3217,,55
672,12/23/2020 15:00:00,age70to79,182,770,1,35,,0,,805,,35
673,12/23/2020 15:00:00,age80plus,192,851,,6,,0,,857,,6
674,12/24/2020 15:00:00,age10to19,4,83,,2,,0,,85,,2
675,12/24/2020 15:00:00,age20to29,356,3120,,37,,0,,3157,,37
676,12/24/2020 15:00:00,age30to39,637,6000,4,62,,0,,6062,,62
677,12/24/2020 15:00:00,age40to49,589,5424,1,63,,0,,5487,,63
678,12/24/2020 15:00:00,age50to59,596,5203,3,65,,0,,5268,,65
679,12/24/2020 15:00:00,age60to69,432,3594,,55,,0,,3649,,55
680,12/24/2020 15:00:00,age70to79,69,839,,35,,0,,874,,35
681,12/24/2020 15:00:00,age80plus,10,861,,6,,0,,867,,6
682,12/25/2020 15:00:00,age10to19,26,109,,2,,0,,111,,2
683,12/25/2020 15:00:00,age20to29,70,3190,1,38,,0,,3228,,38
684,12/25/2020 15:00:00,age30to39,79,6079,,62,,0,,6141,,62
685,12/25/2020 15:00:00,age40to49,127,5551,,63,,0,,5614,,63
686,12/25/2020 15:00:00,age50to59,223,5426,1,66,,0,,5492,,66
687,12/25/2020 15:00:00,age60to69,188,3782,1,56,,0,,3838,,56
688,12/25/2020 15:00:00,age70to79,79,918,,35,,0,,953,,35
689,12/25/2020 15:00:00,age80plus,240,1101,,6,,0,,1107,,6
690,12/26/2020 15:00:00,age10to19,12,121,,2,,0,,123,,2
691,12/26/2020 15:00:00,age20to29,150,3340,1,39,,0,,3379,,39
692,12/26/2020 15:00:00,age30to39,259,6338,2,64,,0,,6402,,64
693,12/26/2020 15:00:00,age40to49,287,5838,,63,,0,,5901,,63
694,12/26/2020 15:00:00,age50to59,414,5840,1,67,,0,,5907,,67
695,12/26/2020 15:00:00,age60to69,343,4125,1,57,,0,,4182,,57
696,12/26/2020 15:00:00,age70to79,179,1097,1,36,,0,,1133,,36
697,12/26/2020 15:00:00,age80plus,204,1305,,6,,0,,1311,,6
698,12/27/2020 15:00:00,age10to19,4,125,,2,,0,,127,,2
699,12/27/2020 15:00:00,age20to29,144,3484,2,41,,0,,3525,,41
700,12/27/2020 15:00:00,age30to39,286,6624,2,66,,0,,6690,,66
701,12/27/2020 15:00:00,age40to49,315,6153,2,65,,0,,6218,,65
702,12/27/2020 15:00:00,age50to59,340,6180,1,68,,0,,6248,,68
703,12/27/2020 15:00:00,age60to69,310,4435,1,58,,0,,4493,,58
704,12/27/2020 15:00:00,age70to79,150,1247,,36,,0,,1283,,36
705,12/27/2020 15:00:00,age80plus,231,1536,,6,,0,,1542,,6
706,12/28/2020 15:00:00,age10to19,15,140,,2,,0,,142,,2
707,12/28/2020 15:00:00,age20to29,1179,4663,9,50,,0,,4713,,50
708,12/28/2020 15:00:00,age30to39,1988,8612,10,76,,0,,8688,,76
709,12/28/2020 15:00:00,age40to49,1778,7931,2,67,,0,,7998,,67
710,12/28/2020 15:00:00,age50to59,1891,8071,4,72,,0,,8143,,72
711,12/28/2020 15:00:00,age60to69,1354,5789,2,60,,0,,5849,,60
712,12/28/2020 15:00:00,age70to79,379,1626,1,37,,0,,1663,,37
713,12/28/2020 15:00:00,age80plus,312,1848,1,7,,0,,1855,,7
714,12/29/2020 15:00:00,age10to19,31,171,,2,,0,,173,,2
715,12/29/2020 15:00:00,age20to29,1350,6013,1,51,,0,,6064,,51
716,12/29/2020 15:00:00,age30to39,2196,10808,6,82,,0,,10890,,82
717,12/29/2020 15:00:00,age40to49,2096,10027,5,72,,0,,10099,,72
718,12/29/2020 15:00:00,age50to59,2355,10426,4,76,,0,,10502,,76
719,12/29/2020 15:00:00,age60to69,1809,7598,4,64,,0,,7662,,64
720,12/29/2020 15:00:00,age70to79,635,2261,1,38,,0,,2299,,38
721,12/29/2020 15:00:00,age80plus,411,2259,,7,,0,,2266,,7
722,12/30/2020 15:00:00,age10to19,63,234,,2,,0,,236,,2
723,12/30/2020 15:00:00,age20to29,1784,7797,9,60,,0,,7857,,60
724,12/30/2020 15:00:00,age30to39,2682,13490,8,90,,0,,13580,,90
725,12/30/2020 15:00:00,age40to49,2569,12596,8,80,,0,,12676,,80
726,12/30/2020 15:00:00,age50to59,2749,13175,15,91,,0,,13266,,91
727,12/30/2020 15:00:00,age60to69,1885,9483,5,69,,0,,9552,,69
728,12/30/2020 15:00:00,age70to79,481,2742,2,40,,0,,2782,,40
729,12/30/2020 15:00:00,age80plus,198,2457,,7,,0,,2464,,7
730,12/31/2020 15:00:00,age10to19,56,290,,2,,0,,292,,2
731,12/31/2020 15:00:00,age20to29,1105,8902,4,64,,0,,8966,,64
732,12/31/2020 15:00:00,age30to39,1636,15126,2,92,,0,,15218,,92
733,12/31/2020 15:00:00,age40to49,1504,14100,8,88,,0,,14188,,88
734,12/31/2020 15:00:00,age50to59,1584,14759,4,95,,0,,14854,,95
735,12/31/2020 15:00:00,age60to69,1196,10679,5,74,,0,,10753,,74
736,12/31/2020 15:00:00,age70to79,322,3064,1,41,,0,,3105,,41
737,12/31/2020 15:00:00,age80plus,78,2535,,7,,0,,2542,,7
